id;type;attributes.name;attributes.symbol;attributes.serie;attributes.start_date;attributes.end_date;attributes.previous_asset_id;attributes.conceptual_asset_id;attributes.last_day.book_value;attributes.last_day.net_asset_value;attributes.last_day.total_assets;attributes.last_day.total_net_assets;attributes.last_day.institutional_investors;attributes.last_day.shareholders;attributes.last_day.date;conceptual_asset_id;conceptual_asset_name;conceptual_asset_symbol;attributes.last_day.fixed_management_fee;attributes.last_day.iva_exclusive_expenses;attributes.last_day.iva_inclusive_expenses;attributes.last_day.purchase_fee;attributes.last_day.redemption_fee;attributes.last_day.variable_management_fee;attributes.last_day.fixed_fee;attributes.last_day.new_shares;attributes.last_day.outstanding_shares;attributes.last_day.redeemed_shares;attributes.last_day.close_price;attributes.last_day.adjusted_close_price;attributes.last_day.high_price;attributes.last_day.low_price;attributes.last_day.open_price;attributes.last_day.volume;attributes.last_day.dividend;attributes.last_day.split;attributes.last_day.dividend_distribution_factor;attributes.last_day.rate;attributes.last_day.dirty_price;attributes.last_day.price_as_percentage_of_par_value;attributes.last_day.duration;attributes.last_day.yield_to_maturity;attributes.last_day.variable_fee
15644;real_asset;FONDO MUTUO BANCHILE MID CAP;FFMM-BANCHILE-8062-L;L;2020-02-26;2022-02-09;10713,0;1882,0;;941,5737;6237213363,0;4293156037,0;0,0;1899,0;2022-02-09;1882;FONDO MUTUO BANCHILE MID CAP;FFMM-BANCHILE-8062;529543,0;0,0;0,0;0,0;0,0;0,0;0,0001233027733606298;531,0259;4559553,7369;2124,1036;;;;;;;;;;;;;;;
10714;real_asset;FONDO MUTUO BANCHILE MID CAP;FFMM-BANCHILE-8062-B;B;2011-12-02;2022-02-09;10710,0;1882,0;;994,1278;6237213363,0;441778787,0;0,0;277,0;2022-02-09;1882;FONDO MUTUO BANCHILE MID CAP;FFMM-BANCHILE-8062;18151,0;0,0;0,0;0,0;0,0;0,0;4,10966372580983e-05;113,1446;444388,3228;0,0;;;;;;;;;;;;;;;
19685;real_asset;CC-76362099-BTP0250325-20231024-20231025;CC-76362099-BTP0250325-20231024-20231025;;;;;4741,0;;1,000246666666667;;;;;2023-10-25;4741;CC-76362099-BTP0250325-20231024-20231025;CC-76362099-BTP0250325-20231024-20231025;;;;;;;;;;;;;;;;;;;;;;;;;
15597;real_asset;FONDO MUTUO BANCHILE EMERGING DOLLAR;FFMM-BANCHILE-8299-BCH;BCH;2021-08-02;;;1786,0;;77,46;5432338,85;0,0;0,0;0,0;2024-08-20;1786;FONDO MUTUO BANCHILE EMERGING DOLLAR;FFMM-BANCHILE-8299;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;0,0;;;;;;;;;;;;;;;
15666;real_asset;FONDO MUTUO BANCHILE EMERGING DOLLAR;FFMM-BANCHILE-8299-L;L;2020-02-07;;9754,0;1786,0;;148,35;5432338,85;4558962,0;0,0;493,0;2024-08-20;1786;FONDO MUTUO BANCHILE EMERGING DOLLAR;FFMM-BANCHILE-8299;445,95;17,35;0,0;0,0;0,0;0,0;9,781831917002159e-05;0,0;30731,2923;0,0;;;;;;;;;;;;;;;
15667;real_asset;FONDO MUTUO BANCHILE EMERGING DOLLAR;FFMM-BANCHILE-8299-M;M;2020-02-07;;9755,0;1786,0;;167,05;5432338,85;868194,1;0,0;60,0;2024-08-20;1786;FONDO MUTUO BANCHILE EMERGING DOLLAR;FFMM-BANCHILE-8299;70,77;3,3;0,0;0,0;0,0;0,0;8,151403009995116e-05;0,0;5197,2097;0,0;;;;;;;;;;;;;;;
9753;real_asset;FONDO MUTUO BANCHILE EMERGING DOLLAR;FFMM-BANCHILE-8299-UNICA;UNICA;2004-05-17;2011-12-18;;1786,0;;192,72;42502274,0;42138178,0;0,0;2458,0;2011-12-18;1786;FONDO MUTUO BANCHILE EMERGING DOLLAR;FFMM-BANCHILE-8299;5496,0;0,0;0,0;0,0;0,0;0,0;0,0001304280393899115;0,0;218647,6785;0,0;;;;;;;;;;;;;;;
9754;real_asset;FONDO MUTUO BANCHILE EMERGING DOLLAR;FFMM-BANCHILE-8299-A;A;2011-12-19;2020-02-06;9753,0;1786,0;;182,66;9534481,0;8318119,82;0,0;655,0;2020-02-06;1786;FONDO MUTUO BANCHILE EMERGING DOLLAR;FFMM-BANCHILE-8299;1085,18;0,0;0,0;0,0;0,0;0,0;0,0001304284093205018;0,0;45539,7091;10,9496;;;;;;;;;;;;;;;
9755;real_asset;FONDO MUTUO BANCHILE EMERGING DOLLAR;FFMM-BANCHILE-8299-C;C;2011-12-19;2020-02-06;;1786,0;;190,92;9534481,0;536660,97;0,0;20,0;2020-02-06;1786;FONDO MUTUO BANCHILE EMERGING DOLLAR;FFMM-BANCHILE-8299;29,92;0,0;0,0;0,0;0,0;0,0;8,151804694311547e-05;888,4647;2810,9694;0,0;;;;;;;;;;;;;;;
19686;real_asset;MP-76362099-BTP0250325-20231024-20231025;MP-76362099-BTP0250325-20231024-20231025;;;;;4742,0;;1,000246666666667;;;;;2023-10-25;4742;MP-76362099-BTP0250325-20231024-20231025;MP-76362099-BTP0250325-20231024-20231025;;;;;;;;;;;;;;;;;;;;;;;;;
9205;real_asset;FONDO MUTUO BICE ESTRATEGIA MÁS CONSERVADORA;FFMM-BICE-8933-INSTITUCIO;INSTITUCIO;2017-11-10;2024-06-07;9199,0;1710,0;;1629,0558;29709527976,0;3248782053,0;0,0;13,0;2024-06-07;1710;FONDO MUTUO BICE ESTRATEGIA MÁS CONSERVADORA;FFMM-BICE-8933;116286,0;0,0;0,0;0,0;0,0;0,0;3,579372149406539e-05;0,0;1994273,0341;0,0;;;;;;;;;;;;;;;
9206;real_asset;FONDO MUTUO BICE ESTRATEGIA MÁS CONSERVADORA;FFMM-BICE-8933-K;K;2016-08-26;2024-06-07;;1710,0;;1148,485;29709527976,0;2140348964,0;1,0;1,0;2024-06-07;1710;FONDO MUTUO BICE ESTRATEGIA MÁS CONSERVADORA;FFMM-BICE-8933;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;1863628,1399;0,0;;;;;;;;;;;;;;;
9195;real_asset;FONDO MUTUO BICE ESTRATEGIA MÁS CONSERVADORA;FFMM-BICE-8933-A;A;2012-05-22;2017-11-09;;1710,0;;1241,3034;179604282973,0;47347547032,0;0,0;1343,0;2017-11-09;1710;FONDO MUTUO BICE ESTRATEGIA MÁS CONSERVADORA;FFMM-BICE-8933;2324659,0;0,0;0,0;0,0;0,0;0,0;4,904350737970625e-05;30580,7588;38143412,0229;72783,7403;;;;;;;;;;;;;;;
9197;real_asset;FONDO MUTUO BICE ESTRATEGIA MÁS CONSERVADORA;FFMM-BICE-8933-C;C;2012-05-22;2017-11-09;;1710,0;;1197,0893;179604282973,0;64272866734,0;2,0;1773,0;2017-11-09;1710;FONDO MUTUO BICE ESTRATEGIA MÁS CONSERVADORA;FFMM-BICE-8933;4104368,0;0,0;0,0;0,0;0,0;0,0;6,520972528782666e-05;1290804,3476;53690954,1619;178251,0688;;;;;;;;;;;;;;;
9196;real_asset;FONDO MUTUO BICE ESTRATEGIA MÁS CONSERVADORA;FFMM-BICE-8933-B;B;2012-05-22;2017-11-09;;1710,0;;1313,9168;179604282973,0;5058094147,0;0,0;166,0;2017-11-09;1710;FONDO MUTUO BICE ESTRATEGIA MÁS CONSERVADORA;FFMM-BICE-8933;103934,0;0,0;0,0;0,0;0,0;0,0;2,05484165133684e-05;67,6063;3849630,4692;0,0;;;;;;;;;;;;;;;
9199;real_asset;FONDO MUTUO BICE ESTRATEGIA MÁS CONSERVADORA;FFMM-BICE-8933-I;I;2012-05-22;2017-11-09;;1710,0;;1272,7927;179604282973,0;34660694690,0;1,0;51,0;2017-11-09;1710;FONDO MUTUO BICE ESTRATEGIA MÁS CONSERVADORA;FFMM-BICE-8933;1241770,0;0,0;0,0;0,0;0,0;0,0;3,589169773094613e-05;51068,8033;27232003,0511;1571,3478;;;;;;;;;;;;;;;
9198;real_asset;FONDO MUTUO BICE ESTRATEGIA MÁS CONSERVADORA;FFMM-BICE-8933-F;F;2012-05-22;2017-11-09;;1710,0;;1253,6599;179604282973,0;1274648127,0;0,0;66,0;2017-11-09;1710;FONDO MUTUO BICE ESTRATEGIA MÁS CONSERVADORA;FFMM-BICE-8933;56183,0;0,0;0,0;0,0;0,0;0,0;4,411186952570382e-05;797,6645;1016741,5639;0,0;;;;;;;;;;;;;;;
9200;real_asset;FONDO MUTUO BICE ESTRATEGIA MÁS CONSERVADORA;FFMM-BICE-8933-APV;APV;2017-11-10;2024-06-07;9196,0;1710,0;;1744,7854;29709527976,0;2793892193,0;0,0;277,0;2024-06-07;1710;FONDO MUTUO BICE ESTRATEGIA MÁS CONSERVADORA;FFMM-BICE-8933;57253,0;0,0;0,0;0,0;0,0;0,0;2,049220085994922e-05;0,0;1601281,2767;0,0;;;;;;;;;;;;;;;
9203;real_asset;FONDO MUTUO BICE ESTRATEGIA MÁS CONSERVADORA;FFMM-BICE-8933-E;E;2012-05-22;2024-06-07;;1710,0;;1000,0;29709527976,0;0,0;0,0;0,0;2024-06-07;1710;FONDO MUTUO BICE ESTRATEGIA MÁS CONSERVADORA;FFMM-BICE-8933;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;0,0;;;;;;;;;;;;;;;
9202;real_asset;FONDO MUTUO BICE ESTRATEGIA MÁS CONSERVADORA;FFMM-BICE-8933-D;D;2012-05-22;2024-06-07;;1710,0;;1441,2708;29709527976,0;5345674,0;1,0;1,0;2024-06-07;1710;FONDO MUTUO BICE ESTRATEGIA MÁS CONSERVADORA;FFMM-BICE-8933;219,0;0,0;0,0;0,0;0,0;0,0;4,09677058496272e-05;0,0;3709,0004;0,0;;;;;;;;;;;;;;;
9201;real_asset;FONDO MUTUO BICE ESTRATEGIA MÁS CONSERVADORA;FFMM-BICE-8933-CLASICA;CLASICA;2017-11-10;2024-06-07;9195,0;1710,0;;1539,3769;29709527976,0;10120278700,0;0,0;560,0;2024-06-07;1710;FONDO MUTUO BICE ESTRATEGIA MÁS CONSERVADORA;FFMM-BICE-8933;494616,0;0,0;0,0;0,0;0,0;0,0;4,8909515744335e-05;4807,1398;6574269,5632;0,0;;;;;;;;;;;;;;;
9207;real_asset;FONDO MUTUO BICE ESTRATEGIA MÁS CONSERVADORA;FFMM-BICE-8933-LARGOPLAZO;LARGOPLAZO;2017-11-10;2024-06-07;9198,0;1710,0;;1573,2142;29709527976,0;196870301,0;0,0;62,0;2024-06-07;1710;FONDO MUTUO BICE ESTRATEGIA MÁS CONSERVADORA;FFMM-BICE-8933;8661,0;0,0;0,0;0,0;0,0;0,0;4,399343098479847e-05;0,0;125138,9041;0,0;;;;;;;;;;;;;;;
9208;real_asset;FONDO MUTUO BICE ESTRATEGIA MÁS CONSERVADORA;FFMM-BICE-8933-LIQUIDEZ;LIQUIDEZ;2017-11-10;2024-06-07;9197,0;1710,0;;1409,5927;29709527976,0;11179846304,0;0,0;831,0;2024-06-07;1710;FONDO MUTUO BICE ESTRATEGIA MÁS CONSERVADORA;FFMM-BICE-8933;778977,0;0,0;0,0;0,0;0,0;0,0;6,967695937699812e-05;7,0942;7931260,0756;0,0;;;;;;;;;;;;;;;
9204;real_asset;FONDO MUTUO BICE ESTRATEGIA MÁS CONSERVADORA;FFMM-BICE-8933-G;G;2013-09-28;2024-06-07;;1710,0;;1600,7624;29709527976,0;0,0;0,0;0,0;2024-06-07;1710;FONDO MUTUO BICE ESTRATEGIA MÁS CONSERVADORA;FFMM-BICE-8933;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;0,0;;;;;;;;;;;;;;;
9232;real_asset;FONDO MUTUO BICE LIQUIDEZ PESOS;FFMM-BICE-8063-LARGOPLAZO;LARGOPLAZO;2017-11-10;;9223,0;1712,0;;1724,6402;256245474447,0;409599582,0;0,0;73,0;2024-08-20;1712;FONDO MUTUO BICE LIQUIDEZ PESOS;FFMM-BICE-8063;14549,0;0,0;0,0;0,0;0,0;0,0;3,552005577974442e-05;0,0;237498,5703;0,0;;;;;;;;;;;;;;;
9228;real_asset;FONDO MUTUO BICE LIQUIDEZ PESOS;FFMM-BICE-8063-E;E;;;;1712,0;;;;;;;;1712;FONDO MUTUO BICE LIQUIDEZ PESOS;FFMM-BICE-8063;;;;;;;;;;;;;;;;;;;;;;;;;
9225;real_asset;FONDO MUTUO BICE LIQUIDEZ PESOS;FFMM-BICE-8063-APV;APV;2017-11-10;;9222,0;1712,0;;2004,3781;256245474447,0;7319722972,0;0,0;821,0;2024-08-20;1712;FONDO MUTUO BICE LIQUIDEZ PESOS;FFMM-BICE-8063;81331,0;0,0;0,0;0,0;0,0;0,0;1,096314410411504e-05;11536,289;3651867,3659;60858,5859;;;;;;;;;;;;;;;
9220;real_asset;FONDO MUTUO BICE LIQUIDEZ PESOS;FFMM-BICE-8063-UNICA;UNICA;1993-05-19;2006-01-11;;1712,0;;;;;;;;1712;FONDO MUTUO BICE LIQUIDEZ PESOS;FFMM-BICE-8063;;;;;;;;;;;;;;;;;;;;;;;;;
9221;real_asset;FONDO MUTUO BICE LIQUIDEZ PESOS;FFMM-BICE-8063-A;A;2006-01-12;2017-11-09;9220,0;1712,0;;3559,5422;126663092604,0;49329775877,0;5,0;6088,0;2017-11-09;1712;FONDO MUTUO BICE LIQUIDEZ PESOS;FFMM-BICE-8063;3358324,0;0,0;0,0;0,0;0,0;0,0;6,811966637091699e-05;3196723,9613;13858460,7529;3188459,7018;;;;;;;;;;;;;;;
9222;real_asset;FONDO MUTUO BICE LIQUIDEZ PESOS;FFMM-BICE-8063-B;B;2007-12-11;2017-11-09;;1712,0;;1492,1579;126663092604,0;4687849991,0;0,0;226,0;2017-11-09;1712;FONDO MUTUO BICE LIQUIDEZ PESOS;FFMM-BICE-8063;51932,0;0,0;0,0;0,0;0,0;0,0;1,096712780700134e-05;2335,2731;3141658,1254;34095,7356;;;;;;;;;;;;;;;
9223;real_asset;FONDO MUTUO BICE LIQUIDEZ PESOS;FFMM-BICE-8063-F;F;2006-01-12;2017-11-09;;1712,0;;1376,7204;126663092604,0;246577141,0;0,0;26,0;2017-11-09;1712;FONDO MUTUO BICE LIQUIDEZ PESOS;FFMM-BICE-8063;13647,0;0,0;0,0;0,0;0,0;0,0;5,5345762971597e-05;0,0;179104,7338;0,0;;;;;;;;;;;;;;;
9224;real_asset;FONDO MUTUO BICE LIQUIDEZ PESOS;FFMM-BICE-8063-X;X;2014-01-11;2017-11-09;;1712,0;;1118,9264;126663092604,0;49853280304,0;3,0;619,0;2017-11-09;1712;FONDO MUTUO BICE LIQUIDEZ PESOS;FFMM-BICE-8063;1439011,0;0,0;0,0;0,0;0,0;0,0;2,853047720167326e-05;4229983,8647;44554566,1484;4752267,4706;;;;;;;;;;;;;;;
9230;real_asset;FONDO MUTUO BICE LIQUIDEZ PESOS;FFMM-BICE-8063-INVER;INVER;2017-11-10;;9224,0;1712,0;;1457,5787;256245474447,0;103454277045,0;1,0;1215,0;2024-08-20;1712;FONDO MUTUO BICE LIQUIDEZ PESOS;FFMM-BICE-8063;2976565,0;0,0;0,0;0,0;0,0;0,0;2,853157962522784e-05;6934031,8687;70976803,5477;7531599,4579;;;;;;;;;;;;;;;
9227;real_asset;FONDO MUTUO BICE LIQUIDEZ PESOS;FFMM-BICE-8063-D;D;2009-12-29;;;1712,0;;1735,8111;256245474447,0;6994487309,0;1,0;1,0;2024-08-20;1712;FONDO MUTUO BICE LIQUIDEZ PESOS;FFMM-BICE-8063;152904,0;0,0;0,0;0,0;0,0;0,0;2,185933027177401e-05;172,3482;4029521,017;414,5976;;;;;;;;;;;;;;;
9229;real_asset;FONDO MUTUO BICE LIQUIDEZ PESOS;FFMM-BICE-8063-G;G;2012-09-20;;;1712,0;;1638,2884;256245474447,0;5989798261,0;1,0;1,0;2024-08-20;1712;FONDO MUTUO BICE LIQUIDEZ PESOS;FFMM-BICE-8063;65605,0;0,0;0,0;0,0;0,0;0,0;1,092995251587771e-05;314,0677;3656131,7659;7953,1977;;;;;;;;;;;;;;;
9231;real_asset;FONDO MUTUO BICE LIQUIDEZ PESOS;FFMM-BICE-8063-K;K;2022-05-02;;;1712,0;;1242,3384;256245474447,0;4786364756,0;1,0;1,0;2024-08-20;1712;FONDO MUTUO BICE LIQUIDEZ PESOS;FFMM-BICE-8063;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;3852706,1195;0,0;;;;;;;;;;;;;;;
9226;real_asset;FONDO MUTUO BICE LIQUIDEZ PESOS;FFMM-BICE-8063-CLASICA;CLASICA;2017-11-10;;9221,0;1712,0;;4457,8581;256245474447,0;101286068542,0;4,0;13589,0;2024-08-20;1712;FONDO MUTUO BICE LIQUIDEZ PESOS;FFMM-BICE-8063;4729500,0;0,0;0,0;0,0;0,0;0,0;4,626232586269438e-05;3126470,5666;22720792,4231;3338712,7434;;;;;;;;;;;;;;;
19687;real_asset;RN-76362099-BTP0250325-20231024-20231025;RN-76362099-BTP0250325-20231024-20231025;;;;;4743,0;;1,000246666666667;;;;;2023-10-25;4743;RN-76362099-BTP0250325-20231024-20231025;RN-76362099-BTP0250325-20231024-20231025;;;;;;;;;;;;;;;;;;;;;;;;;
19747;real_asset;CC-76362099-BTP0000624-20231102-20231103;CC-76362099-BTP0000624-20231102-20231103;;;;;4770,0;;1,000233333333333;;;;;2023-11-03;4770;CC-76362099-BTP0000624-20231102-20231103;CC-76362099-BTP0000624-20231102-20231103;;;;;;;;;;;;;;;;;;;;;;;;;
19748;real_asset;MP-76362099-BTP0000624-20231102-20231103;MP-76362099-BTP0000624-20231102-20231103;;;;;4771,0;;1,000233333333333;;;;;2023-11-03;4771;MP-76362099-BTP0000624-20231102-20231103;MP-76362099-BTP0000624-20231102-20231103;;;;;;;;;;;;;;;;;;;;;;;;;
19749;real_asset;RN-76362099-BTP0000624-20231102-20231103;RN-76362099-BTP0000624-20231102-20231103;;;;;4772,0;;1,000233333333333;;;;;2023-11-03;4772;RN-76362099-BTP0000624-20231102-20231103;RN-76362099-BTP0000624-20231102-20231103;;;;;;;;;;;;;;;;;;;;;;;;;
20079;real_asset;RN-76362099-BTP0000624-20231117-20231120;RN-76362099-BTP0000624-20231117-20231120;;;;;5135,0;;1,0007;;;;;2023-11-20;5135;RN-76362099-BTP0000624-20231117-20231120;RN-76362099-BTP0000624-20231117-20231120;;;;;;;;;;;;;;;;;;;;;;;;;
21264;real_asset;FONDO MUTUO LARRAINVIAL AHORRO A PLAZO;FFMM-LARRAINVIAL-8755-M;M;;;;1857,0;;;;;;;;1857;FONDO MUTUO LARRAINVIAL AHORRO A PLAZO;FFMM-LARRAINVIAL-8755;;;;;;;;;;;;;;;;;;;;;;;;;
15877;real_asset;FONDO MUTUO LARRAINVIAL AHORRO A PLAZO;FFMM-LARRAINVIAL-8755-APV-APAPVC;APV-APAPVC;;;;1857,0;;;;;;;;1857;FONDO MUTUO LARRAINVIAL AHORRO A PLAZO;FFMM-LARRAINVIAL-8755;;;;;;;;;;;;;;;;;;;;;;;;;
15878;real_asset;FONDO MUTUO LARRAINVIAL AHORRO A PLAZO;FFMM-LARRAINVIAL-8755-D;D;2020-09-14;;;1857,0;;1270,6755;224996578225,0;523511905,0;0,0;864,0;2024-08-20;1857;FONDO MUTUO LARRAINVIAL AHORRO A PLAZO;FFMM-LARRAINVIAL-8755;9870,0;1558,0;0,0;0,0;0,0;0,0;1,885343944566075e-05;0,0;411994,9699;0,0;;;;;;;;;;;;;;;
10456;real_asset;FONDO MUTUO LARRAINVIAL AHORRO A PLAZO;FFMM-LARRAINVIAL-8755-EX;EX;;2016-03-26;;1857,0;;;;;;;;1857;FONDO MUTUO LARRAINVIAL AHORRO A PLAZO;FFMM-LARRAINVIAL-8755;;;;;;;;;;;;;;;;;;;;;;;;;
10461;real_asset;FONDO MUTUO LARRAINVIAL AHORRO A PLAZO;FFMM-LARRAINVIAL-8755-I;I;2009-10-07;;;1857,0;;1973,2545;224996578225,0;26738245841,0;0,0;21,0;2024-08-20;1857;FONDO MUTUO LARRAINVIAL AHORRO A PLAZO;FFMM-LARRAINVIAL-8755;436700,0;79338,0;0,0;0,0;0,0;0,0;1,639372211691785e-05;50677,7002;13550328,1162;0,0;;;;;;;;;;;;;;;
10457;real_asset;FONDO MUTUO LARRAINVIAL AHORRO A PLAZO;FFMM-LARRAINVIAL-8755-G-APV;G-APV;2013-04-27;2016-03-26;;1857,0;;1000,0;118574192481,0;0,0;0,0;0,0;2016-03-26;1857;FONDO MUTUO LARRAINVIAL AHORRO A PLAZO;FFMM-LARRAINVIAL-8755;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;0,0;;;;;;;;;;;;;;;
10453;real_asset;FONDO MUTUO LARRAINVIAL AHORRO A PLAZO;FFMM-LARRAINVIAL-8755-B;B;2009-10-07;2011-05-08;;1857,0;;1930,4963;45711507845,0;707163398,0;0,0;132,0;2011-05-08;1857;FONDO MUTUO LARRAINVIAL AHORRO A PLAZO;FFMM-LARRAINVIAL-8755;19375,0;0,0;0,0;0,0;0,0;0,0;2,739819402400926e-05;0,0;366311,7016;0,0;;;;;;;;;;;;;;;
10454;real_asset;FONDO MUTUO LARRAINVIAL AHORRO A PLAZO;FFMM-LARRAINVIAL-8755-C;C;2009-10-07;2011-05-08;;1857,0;;1261,6153;45711507845,0;1657665189,0;0,0;13,0;2011-05-08;1857;FONDO MUTUO LARRAINVIAL AHORRO A PLAZO;FFMM-LARRAINVIAL-8755;20251,0;0,0;0,0;0,0;0,0;0,0;1,095917094975345e-05;0,0;1313922,8616;150754,0108;;;;;;;;;;;;;;;
10455;real_asset;FONDO MUTUO LARRAINVIAL AHORRO A PLAZO;FFMM-LARRAINVIAL-8755-APV-A;APV-A;2011-05-09;2013-04-26;;1857,0;;2123,7397;193871896202,0;7562066480,0;0,0;1283,0;2013-04-26;1857;FONDO MUTUO LARRAINVIAL AHORRO A PLAZO;FFMM-LARRAINVIAL-8755;206873,0;0,0;0,0;0,0;0,0;0,0;2,739804027865394e-05;5375,87;3560731,3156;0,0;;;;;;;;;;;;;;;
10458;real_asset;FONDO MUTUO LARRAINVIAL AHORRO A PLAZO;FFMM-LARRAINVIAL-8755-A;A;2009-10-07;;;1857,0;;3136,2963;224996578225,0;79581268251,0;3,0;9849,0;2024-08-20;1857;FONDO MUTUO LARRAINVIAL AHORRO A PLAZO;FFMM-LARRAINVIAL-8755;3486803,0;237216,0;0,0;0,0;0,0;0,0;4,371776431795196e-05;74015,208;25374282,3842;130085,2689;;;;;;;;;;;;;;;
10460;real_asset;FONDO MUTUO LARRAINVIAL AHORRO A PLAZO;FFMM-LARRAINVIAL-8755-F;F;2011-05-09;;10454,0;1857,0;;2253,2158;224996578225,0;65426613228,0;1,0;673,0;2024-08-20;1857;FONDO MUTUO LARRAINVIAL AHORRO A PLAZO;FFMM-LARRAINVIAL-8755;1966026,0;194662,0;0,0;0,0;0,0;0,0;3,005554331819111e-05;56516,5302;29036993,1735;50515,3742;;;;;;;;;;;;;;;
15953;real_asset;FONDO MUTUO LARRAINVIAL AHORRO A PLAZO;FFMM-LARRAINVIAL-8755-APV-AP-APVC;APV-AP-APVC;2020-10-15;;;1857,0;;1261,9751;224996578225,0;13133370449,0;1,0;301,0;2024-08-20;1857;FONDO MUTUO LARRAINVIAL AHORRO A PLAZO;FFMM-LARRAINVIAL-8755;326749,0;39432,0;0,0;0,0;0,0;0,0;2,459077583700613e-05;0,0;10406996,5586;122103,4963;;;;;;;;;;;;;;;
10462;real_asset;FONDO MUTUO LARRAINVIAL AHORRO A PLAZO;FFMM-LARRAINVIAL-8755-LV;LV;2015-06-08;;;1857,0;;1400,619;224996578225,0;4354302944,0;3,0;3,0;2024-08-20;1857;FONDO MUTUO LARRAINVIAL AHORRO A PLAZO;FFMM-LARRAINVIAL-8755;0,0;3051,0;0,0;0,0;0,0;0,0;;0,0;3108841,8004;0,0;;;;;;;;;;;;;;;
10463;real_asset;FONDO MUTUO LARRAINVIAL AHORRO A PLAZO;FFMM-LARRAINVIAL-8755-P;P;2011-05-09;;;1857,0;;1378,4141;224996578225,0;11898141339,0;0,0;1,0;2024-08-20;1857;FONDO MUTUO LARRAINVIAL AHORRO A PLAZO;FFMM-LARRAINVIAL-8755;350916,0;35619,0;0,0;0,0;0,0;0,0;2,926319055856725e-05;25028,7631;8631761,3269;92917,7151;;;;;;;;;;;;;;;
10459;real_asset;FONDO MUTUO LARRAINVIAL AHORRO A PLAZO;FFMM-LARRAINVIAL-8755-APV;APV;2013-04-27;;10455,0;1857,0;;3389,6941;224996578225,0;22499127409,0;1,0;572,0;2024-08-20;1857;FONDO MUTUO LARRAINVIAL AHORRO A PLAZO;FFMM-LARRAINVIAL-8755;553467,0;66969,0;0,0;0,0;0,0;0,0;2,459077639496977e-05;0,0;6637509,7358;2351,2484;;;;;;;;;;;;;;;
15116;real_asset;MONEDA RENTA VARIABLE ARGENTINA FONDO DE INVERSIÓN;FINV-9751-AE;AE;;2020-09-24;;2648,0;;;;;;;;2648;MONEDA RENTA VARIABLE ARGENTINA FONDO DE INVERSIÓN;FINV-9751;;;;;;;;;;;;;;;;;;;;;;;;;
15118;real_asset;MONEDA RENTA VARIABLE ARGENTINA FONDO DE INVERSIÓN;FINV-9751-BE;BE;;2020-09-24;;2648,0;;;;;;;;2648;MONEDA RENTA VARIABLE ARGENTINA FONDO DE INVERSIÓN;FINV-9751;;;;;;;;;;;;;;;;;;;;;;;;;
15120;real_asset;MONEDA RENTA VARIABLE ARGENTINA FONDO DE INVERSIÓN;FINV-9751-CE;CE;;2020-09-24;;2648,0;;;;;;;;2648;MONEDA RENTA VARIABLE ARGENTINA FONDO DE INVERSIÓN;FINV-9751;;;;;;;;;;;;;;;;;;;;;;;;;
15121;real_asset;MONEDA RENTA VARIABLE ARGENTINA FONDO DE INVERSIÓN;FINV-9751-I;I;;2020-09-24;;2648,0;;;;;;;;2648;MONEDA RENTA VARIABLE ARGENTINA FONDO DE INVERSIÓN;FINV-9751;;;;;;;;;;;;;;;;;;;;;;;;;
15122;real_asset;MONEDA RENTA VARIABLE ARGENTINA FONDO DE INVERSIÓN;FINV-9751-IE;IE;;2020-09-24;;2648,0;;;;;;;;2648;MONEDA RENTA VARIABLE ARGENTINA FONDO DE INVERSIÓN;FINV-9751;;;;;;;;;;;;;;;;;;;;;;;;;
15115;real_asset;MONEDA RENTA VARIABLE ARGENTINA FONDO DE INVERSIÓN;FINV-9751-A;A;2019-06-13;2020-09-24;;2648,0;38,4134;38,4134;0,0;0,0;0,0;0,0;2020-11-30;2648;MONEDA RENTA VARIABLE ARGENTINA FONDO DE INVERSIÓN;FINV-9751;;;;;;;;;;;;;;;;;;;;;;;;;
15117;real_asset;MONEDA RENTA VARIABLE ARGENTINA FONDO DE INVERSIÓN;FINV-9751-B;B;2019-06-14;2020-09-24;;2648,0;38,5738;38,5738;0,0;0,0;0,0;0,0;2020-11-30;2648;MONEDA RENTA VARIABLE ARGENTINA FONDO DE INVERSIÓN;FINV-9751;;;;;;;;;;;;;;;;;;;;;;;;;
15119;real_asset;MONEDA RENTA VARIABLE ARGENTINA FONDO DE INVERSIÓN;FINV-9751-C;C;2019-07-10;2020-09-24;;2648,0;38,6872;38,6872;0,0;0,0;0,0;0,0;2020-11-30;2648;MONEDA RENTA VARIABLE ARGENTINA FONDO DE INVERSIÓN;FINV-9751;;;;;;;;;;;;;;;;;;;;;;;;;
15538;real_asset;MBI RENTA FIJA PLUS DÓLAR FONDO DE INVERSIÓN;FINV-9091-APV;APV;2021-11-30;;;1564,0;59,9264;59,9264;23228940,0;68496,0;0,0;1,0;2024-08-20;1564;MBI RENTA FIJA PLUS DÓLAR FONDO DE INVERSIÓN;FINV-9091;;;;;;;;;;;;;;;;;;;;;;;;;
